gene.id,gene.name,function
ENSG00000153113.23,CAST,protein coding
ENSG00000164307.12,ERAP1,protein coding
ENSG00000164308.16,ERAP2,protein coding
ENSG00000113441.15,LNPEP,protein coding
ENSG00000145721.11,LIX1,protein coding
ENSG00000058729.10,RIOK2,protein coding
ENSG00000174136.11,RGMB,protein coding
ENSG00000153922.10,CHD1,protein coding
ENSG00000174132.8,FAM174A,protein coding
ENSG00000113532.12,ST8SIA4,protein coding
ENSG00000173930.8,SLCO4C1,protein coding
ENSG00000205359.9,SLCO6A1,protein coding
ENSG00000145730.20,PAM,protein coding
ENSG00000145723.16,GIN1,protein coding
ENSG00000145725.19,PPIP5K2,protein coding
ENSG00000181751.9,C5orf30,protein coding
ENSG00000112874.9,NUDT12,protein coding
ENSG00000184349.12,EFNA5,protein coding
ENSG00000145743.15,FBXL17,protein coding
ENSG00000151422.12,FER,protein coding
ENSG00000198961.9,PJA2,protein coding
ENSG00000112893.9,MAN2A1,protein coding
ENSG00000186952.14,TMEM232,protein coding
ENSG00000164209.16,SLC25A46,protein coding
ENSG00000145777.14,TSLP,protein coding
ENSG00000134987.11,WDR36,protein coding
ENSG00000152495.10,CAMK4,protein coding
ENSG00000164211.12,STARD4,protein coding
ENSG00000134986.13,NREP,protein coding
ENSG00000129595.12,EPB41L4A,protein coding
ENSG00000134982.16,APC,protein coding
ENSG00000153037.13,SRP19,protein coding
ENSG00000129625.12,REEP5,protein coding
ENSG00000212643.2,ZRSR1,protein coding
ENSG00000172795.15,DCP2,protein coding
ENSG00000171444.17,MCC,protein coding
ENSG00000212122.3,TSSK1B,protein coding
ENSG00000047188.15,YTHDC2,protein coding
ENSG00000080709.14,KCNN2,protein coding
ENSG00000152503.9,TRIM36,protein coding
ENSG00000164219.9,PGGT1B,protein coding
ENSG00000164221.12,CCDC112,protein coding
ENSG00000145780.7,FEM1C,protein coding
ENSG00000243414.5,TICAM2,protein coding
ENSG00000134970.13,TMED7,protein coding
ENSG00000129596.4,CDO1,protein coding
ENSG00000145782.12,ATG12,protein coding
ENSG00000177879.15,AP3S1,protein coding
ENSG00000172901.19,LVRN,protein coding
ENSG00000268223.4,ARL14EPL,protein coding
ENSG00000145781.8,COMMD10,protein coding
ENSG00000092421.16,SEMA6A,protein coding
ENSG00000169570.9,DTWD2,protein coding
ENSG00000172869.14,DMXL1,protein coding
ENSG00000145779.7,TNFAIP8,protein coding
ENSG00000133835.14,HSD17B4,protein coding
ENSG00000164334.15,FAM170A,protein coding
ENSG00000184838.14,PRR16,protein coding
ENSG00000181867.2,FTMT,protein coding
ENSG00000151304.5,SRFBP1,protein coding
ENSG00000113083.13,LOX,protein coding
ENSG00000164185.5,ZNF474,protein coding
ENSG00000250803.6,CTC-441N14.4,protein coding
ENSG00000064692.18,SNCAIP,protein coding
ENSG00000205302.6,SNX2,protein coding
ENSG00000064652.10,SNX24,protein coding
ENSG00000168938.5,PPIC,protein coding
ENSG00000061455.10,PRDM6,protein coding
ENSG00000168944.15,CEP120,protein coding
ENSG00000151292.17,CSNK1G3,protein coding
ENSG00000168916.15,ZNF608,protein coding
ENSG00000155324.9,GRAMD3,protein coding
ENSG00000164904.17,ALDH7A1,protein coding
ENSG00000164902.13,PHAX,protein coding
ENSG00000196900.4,TEX43,protein coding
ENSG00000113368.11,LMNB1,protein coding
ENSG00000173926.5,3-Mar,protein coding
ENSG00000164241.13,C5orf63,protein coding
ENSG00000145794.16,MEGF10,protein coding
ENSG00000164244.20,PRRC1,protein coding
ENSG00000205279.8,CTXN3,protein coding
ENSG00000230561.4,CCDC192,protein coding
ENSG00000064651.13,SLC12A2,protein coding
ENSG00000138829.11,FBN2,protein coding
ENSG00000113396.12,SLC27A6,protein coding
ENSG00000066583.11,ISOC1,protein coding
ENSG00000145808.9,ADAMTS19,protein coding
ENSG00000186367.6,KIAA1024L,protein coding
ENSG00000198108.3,CHSY3,protein coding
ENSG00000169567.11,HINT1,protein coding
ENSG00000186687.15,LYRM7,protein coding
ENSG00000158985.13,CDC42SE2,protein coding
ENSG00000158987.20,RAPGEF6,protein coding
ENSG00000217128.11,FNIP1,protein coding
ENSG00000239642.5,MEIKIN,protein coding
ENSG00000164398.12,ACSL6,protein coding
ENSG00000164399.4,IL3,protein coding
ENSG00000164400.5,CSF2,protein coding
ENSG00000072682.18,P4HA2,protein coding
ENSG00000131435.12,PDLIM4,protein coding
ENSG00000197208.5,SLC22A4,protein coding
ENSG00000197375.12,SLC22A5,protein coding
ENSG00000197536.11,C5orf56,protein coding
ENSG00000125347.13,IRF1,protein coding
ENSG00000113525.9,IL5,protein coding
ENSG00000113522.13,RAD50,protein coding
ENSG00000169194.9,IL13,protein coding
ENSG00000113520.10,IL4,protein coding
ENSG00000131437.15,KIF3A,protein coding
ENSG00000205089.7,CCNI2,protein coding
ENSG00000164402.13,8-Sep,protein coding
ENSG00000198944.5,SOWAHA,protein coding
ENSG00000164403.14,SHROOM1,protein coding
ENSG00000164404.8,GDF9,protein coding
ENSG00000164405.10,UQCRQ,protein coding
ENSG00000164406.7,LEAP2,protein coding
ENSG00000072364.12,AFF4,protein coding
ENSG00000155329.11,ZCCHC10,protein coding
ENSG00000170606.14,HSPA4,protein coding
ENSG00000053108.16,FSTL4,protein coding
ENSG00000113583.7,C5orf15,protein coding
ENSG00000213585.10,VDAC1,protein coding
ENSG00000081059.19,TCF7,protein coding
ENSG00000113558.18,SKP1,protein coding
ENSG00000113575.9,PPP2CA,protein coding
ENSG00000006837.11,CDKL3,protein coding
ENSG00000119048.7,UBE2B,protein coding
ENSG00000237190.3,CDKN2AIPNL,protein coding
ENSG00000043143.20,JADE2,protein coding
ENSG00000152700.13,SAR1B,protein coding
ENSG00000113615.12,SEC24A,protein coding
ENSG00000164615.4,CAMLG,protein coding
ENSG00000145833.15,DDX46,protein coding
ENSG00000181904.8,C5orf24,protein coding
ENSG00000113621.14,TXNDC15,protein coding
ENSG00000132570.14,PCBD2,protein coding
ENSG00000152705.7,CATSPER3,protein coding
ENSG00000069011.15,PITX1,protein coding
ENSG00000113648.16,H2AFY,protein coding
ENSG00000251380.3,DCANP1,protein coding
ENSG00000255833.1,TIFAB,protein coding
ENSG00000181965.5,NEUROG1,protein coding
ENSG00000145824.12,CXCL14,protein coding
ENSG00000250378.2,RP11-119J18.1,protein coding
ENSG00000145832.12,SLC25A48,protein coding
ENSG00000145839.1,IL9,protein coding
ENSG00000145826.8,LECT2,protein coding
ENSG00000120708.16,TGFBI,protein coding
ENSG00000113658.16,SMAD5,protein coding
ENSG00000271824.1,AC009014.3,protein coding
ENSG00000069018.17,TRPC7,protein coding
ENSG00000152377.13,SPOCK1,protein coding
ENSG00000146021.14,KLHL3,protein coding
ENSG00000177733.6,HNRNPA0,protein coding
ENSG00000120729.9,MYOT,protein coding
ENSG00000078795.16,PKD2L2,protein coding
ENSG00000031003.10,FAM13B,protein coding
ENSG00000061492.11,WNT8A,protein coding
ENSG00000112981.4,NME5,protein coding
ENSG00000112983.17,BRD8,protein coding
ENSG00000112984.11,KIF20A,protein coding
ENSG00000094880.10,CDC23,protein coding
ENSG00000146013.10,GFRA3,protein coding
ENSG00000158402.18,CDC25C,protein coding
ENSG00000120709.10,FAM53C,protein coding
ENSG00000120733.13,KDM3B,protein coding
ENSG00000132563.15,REEP2,protein coding
ENSG00000120738.7,EGR1,protein coding
ENSG00000120705.12,ETF1,protein coding
ENSG00000113013.12,HSPA9,protein coding
ENSG00000044115.20,CTNNA1,protein coding
ENSG00000146006.7,LRRTM2,protein coding
ENSG00000120725.12,SIL1,protein coding
ENSG00000015479.18,MATR3,protein coding
ENSG00000120727.12,PAIP2,protein coding
ENSG00000170482.16,SLC23A1,protein coding
ENSG00000170476.15,MZB1,protein coding
ENSG00000228672.3,PROB1,protein coding
ENSG00000170469.10,SPATA24,protein coding
ENSG00000170464.9,DNAJC18,protein coding
ENSG00000249751.3,ECSCR,protein coding
ENSG00000283288.1,AC138517.6,protein coding
ENSG00000184584.12,TMEM173,protein coding
ENSG00000131508.15,UBE2D2,protein coding
ENSG00000171604.11,CXXC5,protein coding
ENSG00000146005.3,PSD2,protein coding
ENSG00000158458.19,NRG2,protein coding
ENSG00000185129.5,PURA,protein coding
ENSG00000182700.4,IGIP,protein coding
ENSG00000120306.9,CYSTM1,protein coding
ENSG00000113068.9,PFDN1,protein coding
ENSG00000113070.7,HBEGF,protein coding
ENSG00000113073.14,SLC4A9,protein coding
ENSG00000131503.20,ANKHD1,protein coding
ENSG00000213523.10,SRA1,protein coding
ENSG00000243056.1,EIF4EBP3,protein coding
ENSG00000113108.19,APBB3,protein coding
ENSG00000176087.14,SLC35A4,protein coding
ENSG00000170458.13,CD14,protein coding
ENSG00000131495.8,NDUFA2,protein coding
ENSG00000113119.12,TMCO6,protein coding
ENSG00000113141.17,IK,protein coding
ENSG00000120314.18,WDR55,protein coding
ENSG00000170445.12,HARS,protein coding
ENSG00000112855.14,HARS2,protein coding
ENSG00000146007.10,ZMAT2,protein coding
ENSG00000204970.9,PCDHA1,protein coding
ENSG00000204969.6,PCDHA2,protein coding
ENSG00000255408.3,PCDHA3,protein coding
ENSG00000204967.10,PCDHA4,protein coding
ENSG00000204965.8,PCDHA5,protein coding
ENSG00000081842.17,PCDHA6,protein coding
ENSG00000204963.5,PCDHA7,protein coding
ENSG00000204962.5,PCDHA8,protein coding
ENSG00000204961.6,PCDHA9,protein coding
ENSG00000250120.6,PCDHA10,protein coding
ENSG00000249158.6,PCDHA11,protein coding
ENSG00000251664.3,PCDHA12,protein coding
ENSG00000239389.7,PCDHA13,protein coding
ENSG00000248383.4,PCDHAC1,protein coding
ENSG00000243232.4,PCDHAC2,protein coding
ENSG00000171815.5,PCDHB1,protein coding
ENSG00000112852.6,PCDHB2,protein coding
ENSG00000113205.5,PCDHB3,protein coding
ENSG00000081818.3,PCDHB4,protein coding
ENSG00000113209.8,PCDHB5,protein coding
ENSG00000113211.5,PCDHB6,protein coding
ENSG00000113212.6,PCDHB7,protein coding
ENSG00000120322.3,PCDHB8,protein coding
ENSG00000272674.3,PCDHB16,protein coding
ENSG00000279068.1,CH17-140K24.5,protein coding
ENSG00000177839.6,PCDHB9,protein coding
ENSG00000120324.8,PCDHB10,protein coding
ENSG00000197479.6,PCDHB11,protein coding
ENSG00000120328.6,PCDHB12,protein coding
ENSG00000187372.11,PCDHB13,protein coding
ENSG00000120327.6,PCDHB14,protein coding
ENSG00000113248.5,PCDHB15,protein coding
ENSG00000178913.7,TAF7,protein coding
ENSG00000120329.6,SLC25A2,protein coding
ENSG00000204956.5,PCDHGA1,protein coding
ENSG00000081853.14,PCDHGA2,protein coding
ENSG00000254245.2,PCDHGA3,protein coding
ENSG00000254221.2,PCDHGB1,protein coding
ENSG00000262576.2,PCDHGA4,protein coding
ENSG00000253910.2,PCDHGB2,protein coding
ENSG00000253485.2,PCDHGA5,protein coding
ENSG00000262209.2,PCDHGB3,protein coding
ENSG00000253731.2,PCDHGA6,protein coding
ENSG00000253537.2,PCDHGA7,protein coding
ENSG00000253953.2,PCDHGB4,protein coding
ENSG00000253767.2,PCDHGA8,protein coding
ENSG00000276547.1,PCDHGB5,protein coding
ENSG00000261934.2,PCDHGA9,protein coding
ENSG00000253305.2,PCDHGB6,protein coding
ENSG00000253846.2,PCDHGA10,protein coding
ENSG00000254122.2,PCDHGB7,protein coding
ENSG00000253873.5,PCDHGA11,protein coding
ENSG00000253159.2,PCDHGA12,protein coding
ENSG00000240184.6,PCDHGC3,protein coding
ENSG00000242419.5,PCDHGC4,protein coding
ENSG00000240764.3,PCDHGC5,protein coding
ENSG00000131504.15,DIAPH1,protein coding
ENSG00000171720.9,HDAC3,protein coding
ENSG00000164620.8,RELL2,protein coding
ENSG00000197948.10,FCHSD1,protein coding
ENSG00000120318.15,ARAP3,protein coding
ENSG00000156453.13,PCDH1,protein coding
ENSG00000081791.8,KIAA0141,protein coding
ENSG00000113555.5,PCDH12,protein coding
ENSG00000013561.17,RNF14,protein coding
ENSG00000113552.15,GNPDA1,protein coding
ENSG00000131507.10,NDFIP1,protein coding
ENSG00000187678.8,SPRY4,protein coding
ENSG00000113578.17,FGF1,protein coding
ENSG00000145819.15,ARHGAP26,protein coding
ENSG00000113580.14,NR3C1,protein coding
ENSG00000158497.3,HMHB1,protein coding
ENSG00000145817.16,YIPF5,protein coding
ENSG00000183775.10,KCTD16,protein coding
ENSG00000186314.11,PRELID2,protein coding
ENSG00000204928.2,GRXCR2,protein coding
ENSG00000156463.17,SH3RF2,protein coding
ENSG00000173261.8,PLAC8L1,protein coding
ENSG00000133706.17,LARS,protein coding
ENSG00000091009.7,RBM27,protein coding
ENSG00000091010.4,POU4F3,protein coding
ENSG00000113649.11,TCERG1,protein coding
ENSG00000173250.2,GPR151,protein coding
ENSG00000156475.18,PPP2R2B,protein coding
ENSG00000169302.14,STK32A,protein coding
ENSG00000113657.12,DPYSL3,protein coding
ENSG00000176049.15,JAKMIP2,protein coding
ENSG00000164266.10,SPINK1,protein coding
ENSG00000164265.8,SCGB3A2,protein coding
ENSG00000178776.4,C5orf46,protein coding
ENSG00000133710.15,SPINK5,protein coding
ENSG00000196800.6,SPINK14,protein coding
ENSG00000178172.6,SPINK6,protein coding
ENSG00000248109.2,CTC-295J13.3,protein coding
ENSG00000214510.9,SPINK13,protein coding
ENSG00000145879.10,SPINK7,protein coding
ENSG00000204909.7,SPINK9,protein coding
ENSG00000145868.16,FBXO38,protein coding
ENSG00000164270.17,HTR4,protein coding
ENSG00000169252.5,ADRB2,protein coding
ENSG00000169247.11,SH3TC2,protein coding
ENSG00000173210.19,ABLIM3,protein coding
ENSG00000157510.13,AFAP1L1,protein coding
ENSG00000164284.14,GRPEL2,protein coding
ENSG00000145882.10,PCYOX1L,protein coding
ENSG00000127743.5,IL17B,protein coding
ENSG00000113712.17,CSNK1A1,protein coding
ENSG00000183111.11,ARHGEF37,protein coding
ENSG00000155846.16,PPARGC1B,protein coding
ENSG00000132915.10,PDE6A,protein coding
ENSG00000155850.7,SLC26A2,protein coding
ENSG00000164296.6,TIGD6,protein coding
ENSG00000113716.12,HMGXB3,protein coding
ENSG00000182578.13,CSF1R,protein coding
ENSG00000113721.13,PDGFRB,protein coding
ENSG00000113722.16,CDX1,protein coding
ENSG00000011083.8,SLC6A7,protein coding
ENSG00000070808.15,CAMK2A,protein coding
ENSG00000183876.8,ARSI,protein coding
ENSG00000070814.17,TCOF1,protein coding
ENSG00000019582.14,CD74,protein coding
ENSG00000164587.11,RPS14,protein coding
ENSG00000070614.14,NDST1,protein coding
ENSG00000171992.12,SYNPO,protein coding
ENSG00000164591.13,MYOZ3,protein coding
ENSG00000086589.11,RBM22,protein coding
ENSG00000132912.12,DCTN4,protein coding
ENSG00000256235.1,SMIM3,protein coding
ENSG00000237693.4,IRGM,protein coding
ENSG00000145908.12,ZNF300,protein coding
ENSG00000211445.11,GPX3,protein coding
ENSG00000145901.14,TNIP1,protein coding
ENSG00000197043.13,ANXA6,protein coding
ENSG00000198624.12,CCDC69,protein coding
ENSG00000196743.8,GM2A,protein coding
ENSG00000186334.9,SLC36A3,protein coding
ENSG00000186335.8,SLC36A2,protein coding
ENSG00000123643.12,SLC36A1,protein coding
ENSG00000086570.12,FAT2,protein coding
ENSG00000113140.10,SPARC,protein coding
ENSG00000177556.11,ATOX1,protein coding
ENSG00000145907.14,G3BP1,protein coding
ENSG00000145888.10,GLRA1,protein coding
ENSG00000132911.4,NMUR2,protein coding
ENSG00000155511.17,GRIA1,protein coding
ENSG00000055147.18,FAM114A2,protein coding
ENSG00000037749.11,MFAP3,protein coding
ENSG00000164574.15,GALNT10,protein coding
ENSG00000164576.11,SAP30L,protein coding
ENSG00000113196.2,HAND1,protein coding
ENSG00000155506.16,LARP1,protein coding
ENSG00000170271.10,FAXDC2,protein coding
ENSG00000155508.13,CNOT8,protein coding
ENSG00000082516.8,GEMIN5,protein coding
ENSG00000082515.17,MRPL22,protein coding
ENSG00000226650.5,KIF4B,protein coding
ENSG00000170624.13,SGCD,protein coding
ENSG00000231989.4,PPP1R2P3,protein coding
ENSG00000145850.8,TIMD4,protein coding
ENSG00000113249.12,HAVCR1,protein coding
ENSG00000135077.8,HAVCR2,protein coding
ENSG00000155868.7,MED7,protein coding
ENSG00000170613.4,FAM71B,protein coding
ENSG00000113263.12,ITK,protein coding
ENSG00000055163.19,CYFIP2,protein coding
ENSG00000172568.4,FNDC9,protein coding
ENSG00000135074.15,ADAM19,protein coding
ENSG00000172548.14,NIPAL4,protein coding
ENSG00000039600.10,SOX30,protein coding
ENSG00000187658.6,C5orf52,protein coding
ENSG00000113272.13,THG1L,protein coding
ENSG00000155858.5,LSM11,protein coding
ENSG00000113282.13,CLINT1,protein coding
ENSG00000164330.16,EBF1,protein coding
ENSG00000145860.11,RNF145,protein coding
ENSG00000164332.7,UBLCP1,protein coding
ENSG00000113302.4,IL12B,protein coding
ENSG00000170214.3,ADRA1B,protein coding
ENSG00000113312.10,TTC1,protein coding
ENSG00000170234.12,PWWP2A,protein coding
ENSG00000170231.15,FABP6,protein coding
ENSG00000135083.14,CCNJL,protein coding
ENSG00000145861.7,C1QTNF2,protein coding
ENSG00000221886.3,ZBED8,protein coding
ENSG00000164609.9,SLU7,protein coding
ENSG00000164611.12,PTTG1,protein coding
ENSG00000118322.12,ATP10B,protein coding
ENSG00000145864.12,GABRB2,protein coding
ENSG00000145863.10,GABRA6,protein coding
ENSG00000022355.16,GABRA1,protein coding
ENSG00000113327.15,GABRG2,protein coding
ENSG00000113328.18,CCNG1,protein coding
ENSG00000170584.10,NUDCD2,protein coding
ENSG00000072571.19,HMMR,protein coding
ENSG00000038274.16,MAT2B,protein coding
ENSG00000145934.16,TENM2,protein coding
ENSG00000113645.14,WWC1,protein coding
ENSG00000113643.8,RARS,protein coding
ENSG00000188573.7,FBLL1,protein coding
ENSG00000120137.6,PANK3,protein coding
ENSG00000184347.14,SLIT3,protein coding
ENSG00000040275.16,SPDL1,protein coding
ENSG00000134516.15,DOCK2,protein coding
ENSG00000204767.3,FAM196B,protein coding
ENSG00000168269.8,FOXI1,protein coding
ENSG00000234511.8,C5orf58,protein coding
ENSG00000043462.11,LCP2,protein coding
ENSG00000182132.13,KCNIP1,protein coding
ENSG00000145936.8,KCNMB1,protein coding
ENSG00000094755.16,GABRP,protein coding
ENSG00000204764.13,RANBP17,protein coding
ENSG00000275038.1,RP11-546B8.6,protein coding
ENSG00000164438.5,TLX3,protein coding
ENSG00000181163.13,NPM1,protein coding
ENSG00000156427.7,FGF18,protein coding
ENSG00000185662.9,SMIM23,protein coding
ENSG00000072803.17,FBXW11,protein coding
ENSG00000072786.12,STK10,protein coding
ENSG00000214360.4,EFCAB9,protein coding
ENSG00000168246.5,UBTD2,protein coding
ENSG00000174705.12,SH3PXD2B,protein coding
ENSG00000214357.8,NEURL1B,protein coding
ENSG00000120129.5,DUSP1,protein coding
ENSG00000113719.15,ERGIC1,protein coding
ENSG00000037241.7,RPL26L1,protein coding
ENSG00000113732.8,ATP6V0E1,protein coding
ENSG00000164463.12,CREBRF,protein coding
ENSG00000113734.17,BNIP1,protein coding
ENSG00000183072.9,NKX2-5,protein coding
ENSG00000113739.10,STC2,protein coding
ENSG00000145919.10,BOD1,protein coding
ENSG00000113742.12,CPEB4,protein coding
ENSG00000185056.9,C5orf47,protein coding
ENSG00000170091.10,HMP19,protein coding
ENSG00000120149.8,MSX2,protein coding
ENSG00000184845.3,DRD1,protein coding
ENSG00000164466.12,SFXN1,protein coding
ENSG00000113749.7,HRH2,protein coding
ENSG00000145920.14,CPLX2,protein coding
ENSG00000051596.9,THOC3,protein coding
ENSG00000182230.11,FAM153B,protein coding
ENSG00000170085.17,SIMC1,protein coding
ENSG00000122203.14,KIAA1191,protein coding
ENSG00000175414.6,ARL10,protein coding
ENSG00000048162.20,NOP16,protein coding
ENSG00000146066.2,HIGD2A,protein coding
ENSG00000175416.12,CLTB,protein coding
ENSG00000113194.12,FAF2,protein coding
ENSG00000146083.11,RNF44,protein coding
ENSG00000074276.10,CDHR2,protein coding
ENSG00000169258.6,GPRIN1,protein coding
ENSG00000074317.10,SNCB,protein coding
ENSG00000175766.11,EIF4E1B,protein coding
ENSG00000048140.17,TSPAN17,protein coding
ENSG00000113763.10,UNC5A,protein coding
ENSG00000160883.10,HK3,protein coding
ENSG00000087206.16,UIMC1,protein coding
ENSG00000113761.11,ZNF346,protein coding
ENSG00000160867.14,FGFR4,protein coding
ENSG00000165671.19,NSD1,protein coding
ENSG00000169228.13,RAB24,protein coding
ENSG00000169230.9,PRELID1,protein coding
ENSG00000213347.10,MXD3,protein coding
ENSG00000169223.14,LMAN2,protein coding
ENSG00000169220.17,RGS14,protein coding
ENSG00000131183.10,SLC34A1,protein coding
ENSG00000196570.2,PFN3,protein coding
ENSG00000131187.9,F12,protein coding
ENSG00000198055.10,GRK6,protein coding
ENSG00000131188.11,PRR7,protein coding
ENSG00000113758.13,DBN1,protein coding
ENSG00000196923.13,PDLIM7,protein coding
ENSG00000146094.13,DOK3,protein coding
ENSG00000183258.11,DDX41,protein coding
ENSG00000146067.15,FAM193B,protein coding
ENSG00000184840.11,TMED9,protein coding
ENSG00000027847.13,B4GALT7,protein coding
